A00-A04,2021/05/16 00:00:00,183
A05-A14,2020/08/20 00:00:00,143
unbekannt,2020/05/22 00:00:00,1
unbekannt,2022/01/01 00:00:00,7
A60-A79,2020/12/28 00:00:00,2562
A05-A14,2020/03/12 00:00:00,13
A00-A04,2020/05/17 00:00:00,14
A35-A59,2021/09/30 00:00:00,2934
A60-A79,2020/11/10 00:00:00,2559
A15-A34,2020/03/02 00:00:00,16
A80+,2021/03/06 00:00:00,294
A60-A79,2020/05/27 00:00:00,96
A60-A79,2022/04/27 00:00:00,16268
A35-A59,2021/05/02 00:00:00,2513
A35-A59,2020/03/28 00:00:00,1923
A15-A34,2020/09/15 00:00:00,885
A00-A04,2020/06/25 00:00:00,21
A00-A04,2020/03/23 00:00:00,30
A00-A04,2022/02/23 00:00:00,8784
A60-A79,2021/12/08 00:00:00,7643
A00-A04,2021/11/10 00:00:00,1350
A15-A34,2022/04/17 00:00:00,10525
A00-A04,2020/09/08 00:00:00,26
unbekannt,2020/04/17 00:00:00,2
A35-A59,2021/01/11 00:00:00,4808
A15-A34,2022/05/22 00:00:00,2046
A80+,2020/12/10 00:00:00,2518
A60-A79,2021/01/08 00:00:00,4072
A35-A59,2020/01/31 00:00:00,2
A15-A34,2022/02/20 00:00:00,20098
A35-A59,2020/12/14 00:00:00,6892
A35-A59,2021/07/26 00:00:00,448
A35-A59,2020/07/19 00:00:00,63
A80+,2021/10/25 00:00:00,472
A60-A79,2021/05/27 00:00:00,675
unbekannt,2021/05/12 00:00:00,1
A05-A14,2021/10/31 00:00:00,1183
A00-A04,2022/04/08 00:00:00,4200
A35-A59,2021/10/16 00:00:00,2908
A05-A14,2021/08/09 00:00:00,398
A35-A59,2021/01/30 00:00:00,3657
unbekannt,2021/01/21 00:00:00,7
A15-A34,2020/07/30 00:00:00,328
A35-A59,2020/12/04 00:00:00,8231
A35-A59,2021/07/16 00:00:00,407
unbekannt,2022/07/06 00:00:00,2
unbekannt,2020/04/07 00:00:00,1
A05-A14,2020/08/10 00:00:00,123
A05-A14,2021/03/22 00:00:00,978
A80+,2021/08/30 00:00:00,137
A00-A04,2022/03/02 00:00:00,8264
A05-A14,2021/03/12 00:00:00,1193
A05-A14,2020/03/03 00:00:00,6
A00-A04,2021/08/10 00:00:00,176
A60-A79,2020/09/08 00:00:00,129
A15-A34,2021/04/07 00:00:00,7138
A80+,2021/11/21 00:00:00,839
A60-A79,2021/01/18 00:00:00,1438
A05-A14,2020/06/15 00:00:00,17
A00-A04,2020/11/29 00:00:00,181
A35-A59,2022/04/03 00:00:00,17824
A80+,2021/04/22 00:00:00,580
A80+,2020/04/05 00:00:00,257
A80+,2021/04/12 00:00:00,333
A80+,2022/04/12 00:00:00,5850
A60-A79,2021/04/28 00:00:00,3007
A00-A04,2022/06/22 00:00:00,651
A00-A04,2022/01/15 00:00:00,2712
A60-A79,2020/11/30 00:00:00,1893
A15-A34,2020/10/21 00:00:00,4354
A05-A14,2020/07/31 00:00:00,80
A80+,2021/06/26 00:00:00,6
A00-A04,2020/11/10 00:00:00,377
A00-A04,2021/12/25 00:00:00,362
A35-A59,2021/10/26 00:00:00,9470
A60-A79,2021/09/18 00:00:00,471
A05-A14,2020/11/10 00:00:00,1291
A00-A04,2020/08/10 00:00:00,38
A35-A59,2020/09/04 00:00:00,494
A00-A04,2021/09/25 00:00:00,290
A00-A04,2021/08/19 00:00:00,340
unbekannt,2021/11/15 00:00:00,19
A80+,2021/02/17 00:00:00,759
A60-A79,2020/06/06 00:00:00,32
A60-A79,2022/05/26 00:00:00,1123
A00-A04,2020/12/28 00:00:00,207
A00-A04,2021/02/04 00:00:00,259
A60-A79,2021/10/11 00:00:00,508
A05-A14,2021/11/10 00:00:00,10204
A00-A04,2020/03/13 00:00:00,2
unbekannt,2020/11/25 00:00:00,18
A00-A04,2021/08/09 00:00:00,101
A80+,2020/07/15 00:00:00,14
A60-A79,2021/09/08 00:00:00,822
A35-A59,2022/04/13 00:00:00,61655
A15-A34,2020/10/11 00:00:00,865
A15-A34,2021/04/27 00:00:00,7544
unbekannt,2021/05/22 00:00:00,1
unbekannt,2022/02/09 00:00:00,220
A80+,2020/07/25 00:00:00,15
A35-A59,2021/12/11 00:00:00,12381
A60-A79,2022/01/15 00:00:00,3538
A60-A79,2020/03/23 00:00:00,678
unbekannt,2020/08/15 00:00:00,2
A05-A14,2021/11/29 00:00:00,8393
A05-A14,2021/08/19 00:00:00,1805
A15-A34,2022/01/14 00:00:00,29978
unbekannt,2020/09/14 00:00:00,1
A80+,2020/10/25 00:00:00,358
